MSENCLI,MSENDOS,EntryDate,Phase,Branch,Outstanding,fkCredit,DueDate,PhaseExit,ExitDate,ES_Event,TODU_EXIT,DREG_EXIT,LastPaymentDate,SRFACBASE,PostponementAuto,PostponementManual,Litigation,LitigationDate,DPD180,Dpd_Date,CriterionDate,CriterionOutst,Criterion_0M,Criterion_1M,Criterion_2M,Criterion_3M,Criterion_4M,Criterion_5M,Criterion_6M,Criterion_7M,Criterion_8M,Criterion_9M,Criterion_10M,Criterion_11M,Criterion_12M,Criterion_13M,Criterion_14M,Criterion_15M,Criterion_16M,Criterion_17M,Criterion_18M,Criterion_19M,Criterion_20M,Criterion_Ph2Amount_0M,Criterion_Ph2Amount_1M,Criterion_Ph2Amount_2M,Criterion_Ph2Amount_3M,Criterion_Ph2Amount_4M,Criterion_Ph2Amount_5M,Criterion_Ph2Amount_6M,Criterion_Ph2Amount_7M,Criterion_Ph2Amount_8M,Criterion_Ph2Amount_9M,Criterion_Ph2Amount_10M,Criterion_Ph2Amount_11M,Criterion_Ph2Amount_12M,Criterion_Ph2Amount_13M,Criterion_Ph2Amount_14M,Criterion_Ph2Amount_15M,Criterion_Ph2Amount_16M,Criterion_Ph2Amount_17M,Criterion_Ph2Amount_18M,Criterion_Ph2Amount_19M,Criterion_Ph2Amount_20M,Criterion_Amount_0M,Criterion_Amount_1M,Criterion_Amount_2M,Criterion_Amount_3M,Criterion_Amount_4M,Criterion_Amount_5M,Criterion_Amount_6M,Criterion_Amount_7M,Criterion_Amount_8M,Criterion_Amount_9M,Criterion_Amount_10M,Criterion_Amount_11M,Criterion_Amount_12M,Criterion_Amount_13M,Criterion_Amount_14M,Criterion_Amount_15M,Criterion_Amount_16M,Criterion_Amount_17M,Criterion_Amount_18M,Criterion_Amount_19M,Criterion_Amount_20M,ID,MSECTERM,MSENCLI.1,MSENDOS.1,SEANCPROF,SEBMENS,SEBMONTSSR,SEBMONTSSR12M,SEBREPORT,SEBREPRCVT,SEBRGEAT,SECARDIFCOMP,SECCSP,SECHAB,SECLCCRECH,SECLICMARQUEURA,SECLTRAITA,SECMOMENT,SECPOSA,SECPOSP,SECPRODBASE,SECPRODCOM,SECPSA,SECPTBAD,SECPTGOOD,SECPTINTERM,SECPTT,SECRCVTB,SECSITFAM,SECTEL,SECTRA,SECTYPEPROD,SECTYPEV,SEDATEVERS,SEDBILL,SEDCONT,SEDDERSSR,SEDDFIN,SEDDREG,SEDDREPORT,SEDECH1,SEDECHSE,SEDECOUVERT,SEDFIN,SEDFINTMAS,SEDJOUR,SEDNAIS,SEDOCCRECH,SEDOPHASEA,SEDOSCMARQUEURA,SEDOSCMARQUEURP,SEDOSDMARQUEURA,SEDOTRAITA,SEDPHASEA,SEDSORT,SEDTOMB,SEINACT,SEINDRPSSR,SEMCRD,SEMDMA,SEMDREG,SEMIR,SEMIRSSR,SEMMENS,SEMMENSP,SEMREGORIG,SEMREGSSR,SEMREPENR,SEMREPORTE,SEMSREC,SEMSRECAGIOS,SEMSRECCAP,SEMSRECCOTI,SEMSRECDIVERS,SEMSRECRET,SEMTME,SENAGCRCVT,SENAGCRCVTCLI,SENBDOS,SENBPLAN,SENOCOMDERN,SEPHASE,SEPHASEA,SEPHASEP,SEPHDDERN__2,SEPHDDERN__3,SEPHDDERN__4,SEPHDDERN__5,SEPHDDERN__7,SEPHNBORIG__2,SEPHNBORIG__4,SEPHNBORIG__7,SEPHNBORIG,SEPOSCLIA,SEPRCFAC,SEPRCPLAN,SEQUANT,SERGCPAI1,SERGNAT,SERPDATE,SESCENARIO,SETODUCLT,SETODUDOSS,SEVIEINACTC,SRCALERT,SRCCRECH,SRCLICMARQUEURA,SRCODIVR,SRCODSMS,SRCPP,SRCTRAAC,SRCTRADA,SRDFINTMAS,SRDOSCMARQUEURA,SRDOSOUTS,SRECHAAMMJJ,SRFACBASE.1,SRFACTX,SRIRBASE,SRIRTX,SRMTPP,SRNAGCRCVT,SRNAGCRCVTCLI,SRNBATT,SRNOLET,SRPHASEA,SRSCENARIO,SRSCOREPHA,SRTRAITA,SRVERSION,SEMAXDPDEVER,SECURRENTDPD,SEPHNBORIG__3,MM_EntryDate_LastPayment,MM_SEDDERSSR_EntryDate,MM_SEDDREG_EntryDate,MM_SEDDREPORT_EntryDate,MM_SEDECH1_EntryDate,MM_SEDFIN_EntryDate,YY_SEDNAIS_EntryDate,MM_SEDPHASEA_EntryDate,EntryMonth
4302122108,43021221089001,02/01/2018,2,507,91.0,6285276.0,20,1,02/12/2018,REGL,44.6,46.4,02/09/2018,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17868518,     ,4302122108,43021200000000.0,0,12,6,2,1,2,13,0,18,M,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,898,H,1,2,X,CL ,ECH ,2013015,01/01/1900,01/29/2018,12/28/2017,01/01/1900,01/26/2018,10/30/2017,01/20/2017,02/01/2018,47412,12/12/2016,01/01/1900,02/01/2018,07/12/1988,0,7,0,5,02/01/2018,T,12/28/2017,11/29/2017,02/20/2018,0,0,4460,0,4820,0,0,4820,4820,48740,4820,4640,4460,-4640,0,-4640,0,0,0,62660,501,501,1,0,0,7.77278e+23,7,0,10/02/2017,01/01/1900,01/01/1900,01/01/1900,12/28/2017,2,0,6,8,   ,X,X,20,S,5,10/30/2017,0,9100,9100,0,0,0,0,0,955205,0,0,0,0,0,I,04/01/2018,0,0,0,0,0,507,507,0,955013,2,0,19019,T,126,,,0.0,0.0,2,1,4,13,14,30,2,2018-02
4301742880,43017428801100,08/01/2018,2,508,4212.4,6231141.0,1,1,08/06/2018,REGL,3612.4,50.0,08/03/2018,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19479650,     ,4301742880,43017400000000.0,5,0,1,0,0,0,9,0,10,A,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,640,H,2,2,X,CP ,ECH ,2013015,08/15/2018,07/25/2018,07/09/2018,04/18/2018,06/06/2018,01/01/1900,01/01/1900,08/01/2018,400000,11/03/2016,01/01/1900,08/01/2018,07/31/1989,0,7,0,5,06/30/2018,T,07/09/2018,01/01/1900,09/01/2018,1,0,361240,400000,24000,0,0,36000,24000,83800,0,0,0,-60000,-24951,-29462,0,-800,0,0,501,501,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,07/09/2018,0,0,1,1,   ,X,X,1,X,0,01/01/1900,0,421240,421240,0,0,0,0,0,955205,0,0,0,0,0,I,10/01/2018,0,0,0,0,0,508,508,0,955013,2,0,34623,T,130,,,0.0,0.0,1,2,999,999,21,29,1,2018-08
4208159006,42081590069003,02/01/2017,2,506,383.32,6168455.0,20,1,02/24/2017,REGL,189.02,200.6,02/23/2017,S,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27454872,     ,4208159006,42081600000000.0,0,6,2,0,0,0,5,0,14,J,0,2,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,411,M,2,2,X,CL ,ECH ,2013015,01/01/1900,01/26/2017,12/28/2016,01/01/1900,01/24/2017,01/01/1900,10/20/2016,02/01/2017,72072,09/20/2016,01/01/1900,02/01/2017,04/03/1976,0,7,2,99,12/28/2016,T,12/28/2016,12/14/2016,02/20/2017,0,0,25239,0,13093,2214,0,13093,13093,41493,13093,0,0,-13093,0,-13093,0,0,0,52372,503,503,1,0,0,7.777e+23,7,0,12/01/2016,01/01/1900,01/01/1900,01/01/1900,12/28/2016,1,0,2,3,   ,X,X,20,S,5,01/01/1900,0,38332,38332,0,0,0,234,0,955205,0,0,0,0,234,I,02/08/2017,0,0,0,0,0,506,506,0,955013,2,0,30329,C,122,,,0.0,0.0,2,1,999,4,5,41,2,2017-02
4302166600,43021666009004,11/01/2019,2,507,1560.49,7012119.0,20,1,11/06/2019,REGL,1407.4,153.09,11/05/2019,S,1,0,1.0,12/04/2020,,,12/04/2020,306.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.49,1560.49,1560.49,1560.49,1560.49,1560.49,1560.49,1560.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.18,306.18,306.18,306.18,306.18,306.18,306.18,306.18,24479718,     ,4302166600,43021700000000.0,0,24,8,1,1,1,17,0,10,N,0,4,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,204,I,1,2,X,CL ,ECH ,2013015,01/01/1900,09/25/2019,09/19/2019,01/01/1900,08/30/2019,07/24/2019,07/20/2018,11/01/2019,275233,06/18/2018,01/01/1900,11/01/2019,02/22/1993,0,7,0,4,09/19/2019,T,09/19/2019,09/02/2019,11/20/2019,2,0,125431,0,15309,0,0,15309,15309,199017,0,15309,15309,-30618,-6230,-24388,0,0,0,244944,505,505,1,0,0,7.77278e+23,7,0,07/01/2019,01/01/1900,01/01/1900,01/01/1900,09/19/2019,2,0,8,10,   ,X,X,20,X,0,07/24/2019,0,156049,156049,1,0,0,0,0,955205,0,0,0,0,0,I,01/01/2020,0,0,0,0,0,507,507,0,955013,2,0,16389,T,134,,,0.0,0.0,2,3,4,16,17,26,2,2019-11
4302571007,43025710079001,09/01/2017,2,507,1452.67,6500211.0,20,0,,,0.0,0.0,,,0,0,1.0,01/11/2018,,,01/11/2018,1583.77,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,1452.67,0.0,0.0,0.0,0.0,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,1583.77,29946603,     ,4302571007,43025700000000.0,0,24,1,0,0,0,3,0,2,A,0,1,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,340,F,1,2,X,CL ,ECH ,2013015,01/01/1900,08/21/2017,07/28/2017,01/01/1900,01/01/1900,01/01/1900,07/20/2017,09/01/2017,135730,06/01/2017,01/01/1900,09/01/2017,01/31/1969,0,7,0,1,08/01/2017,T,07/28/2017,01/01/1900,09/20/2017,2,0,129545,0,0,0,0,7861,7861,0,0,0,0,-15722,-9537,-6185,0,0,0,15722,501,501,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,07/28/2017,0,0,1,1,   ,N,R,20,X,0,01/01/1900,0,145267,145267,1,0,0,0,0,955205,0,0,0,0,0,I,11/01/2017,0,0,0,0,0,507,507,0,955013,2,0,31743,T,125,,,0.0,,2,999,999,2,3,48,2,2017-09
4300783844,43007838441100,01/02/2020,2,507,483.6,5873402.0,1,1,01/15/2020,REGL,363.6,120.0,01/15/2020,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960428,     ,4300783844,43007800000000.0,10,0,14,1,0,0,9,0,15,A,0,5,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,400,G,2,2,X,CP ,ECH ,2013015,01/15/2020,12/12/2019,12/03/2019,12/11/2017,10/16/2019,01/01/1900,01/01/1900,01/02/2020,200000,03/08/2016,01/01/1900,01/02/2020,04/05/1961,0,7,0,5,11/30/2019,T,12/03/2019,10/16/2019,02/01/2020,1,0,36360,200000,11969,0,0,6000,6000,367874,0,0,0,-12000,-1433,-8815,0,-1200,0,0,505,505,1,0,0,7.77728e+23,7,0,08/01/2019,01/01/1900,01/01/1900,01/01/1900,12/03/2019,6,0,14,20,   ,X,X,1,X,0,01/01/1900,0,48360,48360,0,0,0,0,0,955205,0,0,0,0,0,I,03/01/2020,0,0,0,0,0,507,507,0,955013,2,0,28137,T,136,51.0,30.0,,0.0,1,3,999,999,46,59,1,2020-01
4204601423,42046014239001,05/02/2019,2,506,1396.24,6090611.0,5,1,06/12/2019,REGL,962.72,261.47,06/11/2019,S,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22572641,     ,4204601423,42046000000000.0,3,36,21,3,1,1,33,0,2,B,0,5,T,RCVT,RET,ENC,PPP ,EXT ,0,0,0,0,400,J,2,2,X,CL ,ECH ,2010001,01/01/1900,04/09/2019,04/04/2019,01/01/1900,04/03/2019,02/07/2019,09/05/2016,05/02/2019,700000,07/19/2016,01/01/1900,05/02/2019,08/16/1965,0,7,0,5,04/04/2019,T,04/04/2019,04/04/2019,05/05/2019,1,0,113477,0,26147,0,0,26147,26147,784410,0,26147,26147,-26147,-783,-21444,0,0,0,836704,505,505,1,0,0,2.72277e+23,7,0,04/01/2019,01/01/1900,01/01/1900,01/01/1900,04/04/2019,6,0,21,27,   ,X,X,5,X,0,02/07/2019,0,139624,139624,0,0,0,0,0,0,0,0,0,0,0,I,05/09/2019,0,0,0,0,0,506,506,0,955013,2,0,27893,C,134,,,0.0,1.0,1,1,3,32,34,54,1,2019-05
4202136257,42021362579004,11/01/2017,2,507,2422.36,6517646.0,5,1,11/29/2017,REGL,1939.56,6.0,11/28/2017,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30468486,     ,4202136257,42021400000000.0,4,12,2,0,0,0,4,0,20,N,0,5,T,RCVT,RET,ENC,PPP ,EXT ,0,0,0,0,360,L,2,2,X,CL ,ECH ,2010001,01/01/1900,10/26/2017,10/13/2017,01/01/1900,09/13/2017,01/01/1900,08/05/2017,11/01/2017,276900,06/21/2017,01/01/1900,11/01/2017,10/12/1955,0,7,0,5,10/04/2017,T,10/13/2017,09/14/2017,11/05/2017,1,0,216062,0,27000,0,0,26587,26587,53587,0,0,0,-26174,-4972,-21202,0,0,0,79761,502,502,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,10/13/2017,0,0,2,2,   ,X,X,5,X,0,01/01/1900,0,242236,242236,0,0,0,0,0,0,0,0,0,0,0,I,01/01/2018,0,0,0,0,0,507,507,0,955013,2,0,26392,T,125,,,0.0,0.0,1,2,999,3,5,62,1,2017-11
4302679289,43026792899001,10/02/2017,2,507,809.64,6559387.0,20,0,,,0.0,0.0,,,0,0,1.0,02/09/2018,,,02/09/2018,879.63,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,809.64,0.0,0.0,0.0,0.0,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,879.63,30201805,     ,4302679289,43026800000000.0,0,12,1,0,0,0,3,0,20,I,0,0,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,230,F,1,2,X,CL ,ECH ,2013015,01/01/1900,09/07/2017,08/28/2017,01/01/1900,01/01/1900,01/01/1900,08/20/2017,10/02/2017,76191,07/17/2017,01/01/1900,10/02/2017,06/09/1999,0,7,0,0,01/01/1900,T,08/28/2017,01/01/1900,10/20/2017,2,0,65536,0,0,0,0,7714,7714,0,0,0,0,-15428,-4773,-10655,0,0,0,15428,501,501,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,08/28/2017,0,0,1,1,   ,X,X,20,X,0,01/01/1900,0,80964,80964,1,0,0,0,0,955205,0,0,0,0,0,I,12/01/2017,0,0,0,0,0,507,507,0,955013,2,0,29468,T,125,,,0.0,,2,999,999,2,3,18,2,2017-10
4301233450,43012334509001,11/01/2018,2,507,658.97,5829471.0,20,1,12/10/2018,REGL,412.21,252.42,12/07/2018,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20568982,     ,4301233450,43012300000000.0,3,36,15,2,2,1,33,0,5,A,0,5,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,100,I,1,2,X,CL ,ECH ,2013015,01/01/1900,10/22/2018,09/25/2018,01/01/1900,08/30/2018,12/22/2017,03/20/2016,11/01/2018,222731,02/18/2016,01/01/1900,11/01/2018,01/21/1993,0,7,0,5,09/19/2018,T,09/25/2018,08/31/2018,11/20/2018,2,0,49069,0,16828,4800,0,8414,8414,240382,0,8414,16838,-16828,-1535,-15293,0,0,0,269248,505,505,2,0,0,7.77773e+23,7,0,05/02/2018,01/01/1900,01/01/1900,01/01/1900,09/25/2018,5,0,15,20,   ,X,X,20,X,0,12/22/2017,0,140653,65897,1,0,0,0,0,955205,0,0,0,0,0,I,01/01/2019,0,0,0,0,0,507,507,0,955013,2,0,26789,T,131,,,0.0,1.0,2,3,11,32,33,25,2,2018-11
4304813894,43048138949001,03/02/2020,2,506,511.3,7743652.0,1,0,,,0.0,0.0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10560510,     ,4304813894,43048100000000.0,1,6,1,0,0,0,4,0,23,J,0,0,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,570,L,1,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,02/10/2020,01/01/1900,01/06/2020,01/01/1900,01/01/2020,03/02/2020,57474,11/05/2019,01/01/1900,03/02/2020,10/06/1994,0,7,0,0,01/01/1900,T,02/10/2020,01/01/1900,04/01/2020,1,0,30174,0,10478,0,0,10478,10478,10478,0,0,0,-20956,-1848,-19108,0,0,0,31434,504,504,1,0,0,7.7e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,02/10/2020,0,0,1,1,   ,X,X,1,X,0,01/01/1900,0,51130,51130,0,0,0,0,0,955205,0,0,0,0,0,I,03/09/2020,0,0,0,0,0,506,506,0,955013,2,0,26392,C,137,28.0,28.0,,,1,2,999,2,4,26,1,2020-03
4204727889,42047278891100,02/01/2017,2,508,1071.29,6053913.0,1,1,02/09/2017,REGL,951.29,120.0,02/08/2017,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27503850,     ,4204727889,42047300000000.0,0,0,3,0,0,0,9,0,13,B,0,2,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,440,K,2,2,X,CP ,ECH ,2013015,02/15/2017,02/01/2017,01/09/2017,08/23/2016,01/31/2017,01/01/1900,01/01/1900,02/01/2017,150000,06/27/2016,01/01/1900,02/01/2017,02/03/1966,0,7,2,99,01/09/2017,T,01/09/2017,12/12/2016,03/01/2017,0,0,95129,150000,6000,2400,0,12000,12000,66100,12000,0,0,-12000,0,-12000,0,0,0,0,504,504,1,0,0,7.777e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,01/09/2017,0,0,3,3,   ,N,R,1,S,5,01/01/1900,0,771421,107129,0,0,0,234,0,955205,0,0,0,0,234,I,04/03/2017,0,0,0,0,0,508,508,0,955013,2,0,31363,T,122,,,0.0,0.0,1,1,999,999,8,51,1,2017-02
4209048711,42090487111100,02/01/2020,2,507,170.99,7231407.0,1,1,02/25/2020,REGL,56.99,60.0,02/24/2020,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10155240,     ,4209048711,42090500000000.0,0,0,7,2,14,0,9,0,17,B,0,80,T,RCVT,RET,ENC,CP  ,CA7 ,0,0,0,0,422,I,2,2,X,CP ,ECH ,2013015,02/14/2020,01/31/2020,01/03/2020,01/01/1900,12/09/2019,01/31/2020,01/01/1900,02/01/2020,150000,11/20/2018,01/01/1900,02/01/2020,08/28/1978,0,7,0,5,12/31/2019,T,01/03/2020,12/10/2019,03/01/2020,1,0,5738,150000,9470,0,0,6000,5361,-11346,0,0,75054,-11361,0,-11361,0,0,0,0,505,505,1,0,0,7.77278e+23,7,0,12/02/2019,01/01/1900,01/01/1900,01/01/1900,01/03/2020,3,0,7,10,   ,X,X,1,X,0,01/01/1900,0,166163,17099,0,0,0,0,0,955205,0,0,0,0,0,I,04/01/2020,0,0,0,0,0,507,507,0,955013,2,0,21088,T,137,51.0,30.0,,0.0,1,2,1,999,15,42,1,2020-02
4207275811,42072758119003,05/02/2017,2,506,25.76,5886828.0,5,0,,,0.0,0.0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28619316,     ,4207275811,42072800000000.0,10,12,1,0,0,0,13,0,15,I,0,2,T,RCVT,RET,ENC,VAT ,CREX,0,0,0,0,340,F,4,2,X,CL ,ECH ,2013015,01/01/1900,01/01/1900,04/13/2017,01/01/1900,03/03/2017,01/01/1900,05/05/2016,05/02/2017,25919,03/16/2016,01/01/1900,05/02/2017,11/25/1973,0,7,2,99,04/13/2017,T,04/13/2017,01/01/1900,05/05/2017,1,0,0,0,2500,0,0,2644,2644,29152,0,0,0,-2576,-75,-2501,0,0,0,31728,504,504,1,0,0,6.999999999999999e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,04/13/2017,0,0,1,1,   ,X,X,5,X,0,01/01/1900,0,2576,2576,0,0,0,234,0,0,0,0,0,0,234,I,05/09/2017,0,0,0,0,0,506,506,0,955013,2,0,30079,C,123,,,0.0,,1,2,999,12,14,44,1,2017-05
4209477803,42094778039003,01/02/2019,2,508,6194.84,6709718.0,5,1,01/25/2019,REGL,5898.44,201.71,01/24/2019,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21190082,     ,4209477803,42094800000000.0,15,60,4,0,0,0,13,0,11,J,0,5,T,RCVT,RET,ENC,PPP ,PLUS,0,0,0,0,480,F,1,2,X,CL ,ECH ,2013015,01/01/1900,12/18/2018,12/13/2018,01/01/1900,11/28/2018,01/01/1900,01/05/2018,01/02/2019,700000,11/16/2017,01/01/1900,01/02/2019,11/04/1979,0,7,0,5,12/04/2018,T,12/13/2018,11/29/2018,01/05/2019,1,0,599313,0,20171,0,0,20171,20171,221881,0,0,0,-20171,-6888,-9363,0,0,0,242052,501,501,1,0,0,7.70077e+23,7,0,01/01/1900,01/01/1900,01/01/1900,01/01/1900,12/13/2018,0,0,4,4,   ,X,X,5,X,0,01/01/1900,0,619484,619484,0,0,0,0,0,0,0,0,0,0,0,I,03/01/2019,0,0,0,0,0,508,508,0,955013,2,0,34254,T,132,,,0.0,0.0,1,2,999,12,14,40,1,2019-01
